Name,Website,Phone Number,City,State,Number of Employees,zia_industry,zia_company_stage,zia_org_size,zia_service_line,zia_client_health,Create Date
Windsor Smile Partners,https://windsorsmilepartners6033.example,+16134273876,Mesa,AZ,234,Dental Services Organization,active_client,18,organizational_design,healthy,2025-03-09
Sinclair Movement Clinic,https://sinclairmovementclinic.example,+19787411252,Sacramento,CA,8,Physical Therapy,active_client,1,organizational_design,healthy,2025-03-27
Cavendish Dentistry,https://cavendishdentistry6035.example,+13378946864,Atlanta,GA,17,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2024-08-19
Beacon Oral Health Partners,https://beaconoralhealthpartners6036.example,+12134432043,Kansas City,MO,192,Dental Services Organization,active_client,12,organizational_design,healthy,2025-04-14
Granville Smile Partners,https://granvillesmilepartners6037.example,+12266979210,Long Beach,CA,44,Dental Services Organization,active_client,4,organizational_design,healthy,2026-05-04
Draycott Sports Rehab,https://draycottsportsrehab6038.example,+12738404964,Raleigh,NC,11,Physical Therapy,active_client,1,organizational_design,healthy,2025-01-10
Summit Ridge Dentistry,https://summitridgedentistry6039.example,+13547703966,Miami,FL,5,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-10-28
Harbour Surgical Arts,https://harboursurgicalarts.example,+17718259285,Cleveland,OH,14,Oral Surgery,active_client,1,organizational_design,healthy,2025-11-15
Hollis Pediatric Dentistry,https://hollispediatricdentistry.example,+16776567780,New Orleans,LA,5,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-01-30
Summit Ridge Dental Associates,https://summitridgedentalassociates6042.example,+18158654589,Arlington,TX,32,General Dentistry — Group,active_client,2,organizational_design,healthy,2024-11-03
Fairmont Orthodontic Specialists,https://fairmontorthodonticspecialis6043.example,+19115297904,Bakersfield,CA,30,Orthodontics,active_client,2,organizational_design,watchlist,2025-08-11
Glenwood Root Canal Specialists,https://glenwoodrootcanalspecialists6044.example,+16878448038,Tampa,FL,6,Periodontics,active_client,1,organizational_design,healthy,2026-07-20
Ashford Dental Studio,https://ashforddentalstudio6045.example,+13922962316,Aurora,CO,7,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-12-12
Highpoint Dentistry,https://highpointdentistry6046.example,+12332588864,Santa Ana,CA,9,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-03-19
Hollis Dental Group,https://hollisdentalgroup6047.example,+15708433369,Anaheim,CA,26,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-01-09
Everly Orthodontic Group,https://everlyorthodonticgroup6048.example,+13115668148,New York,NY,36,Orthodontics,active_client,2,organizational_design,healthy,2025-04-14
Lockhart Dental Group,https://lockhartdentalgroup6049.example,+16305023138,Los Angeles,CA,90,General Dentistry — Group,active_client,5,organizational_design,healthy,2024-11-20
Fairmont Family Dental,https://fairmontfamilydental6050.example,+14657586111,Chicago,IL,11,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-02-07
Fairmont Surgical Arts,https://fairmontsurgicalarts6051.example,+17692288035,Houston,TX,17,Oral Surgery,active_client,1,organizational_design,healthy,2025-12-07
Summit Ridge Endodontic Associates,https://summitridgeendodonticassocia6052.example,+13352238345,Phoenix,AZ,11,Periodontics,active_client,1,organizational_design,healthy,2025-07-11
Ashford Family Dental,https://ashfordfamilydental6053.example,+14125466942,Philadelphia,PA,16,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-05-30
Bayview Dentistry,https://bayviewdentistry6054.example,+12332651180,San Antonio,TX,14,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-08-22
Cavendish Dental Care,https://cavendishdentalcare6055.example,+12926325874,San Diego,CA,9,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-03-21
Fairmont Dental Group,https://fairmontdentalgroup6056.example,+13685764230,Dallas,TX,64,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-01-17
Camden Braces & Aligners,https://camdenbracesaligners6057.example,+16649407295,San Jose,CA,22,Orthodontics,active_client,1,organizational_design,watchlist,2024-10-12
Highpoint Dental Collective,https://highpointdentalcollective6058.example,+14763518769,Austin,TX,364,Dental Services Organization,active_client,28,organizational_design,healthy,2026-01-12
Lockhart Smile Dentistry,https://lockhartsmiledentistry6059.example,+19125868129,Jacksonville,FL,21,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-09-12
Lakeshore Dental Alliance,https://lakeshoredentalalliance6060.example,+18787626040,Fort Worth,TX,308,Dental Services Organization,active_client,28,organizational_design,healthy,2024-08-31
Clearwater Smile Partners,https://clearwatersmilepartners6061.example,+17789792338,Columbus,OH,81,Dental Services Organization,active_client,9,organizational_design,healthy,2026-03-12
Westgate Smile Dentistry,https://westgatesmiledentistry6062.example,+16523382125,Indianapolis,IN,5,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-09-17
Silverbrook Dental Care,https://silverbrookdentalcare6063.example,+13576237363,Charlotte,NC,7,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-06-14
Draycott Orthodontic Specialists,https://draycottorthodonticspecialis6064.example,+14842355116,San Francisco,CA,64,Orthodontics,at_risk,4,organizational_design,at_risk,2024-09-12
Bayview Orthodontic Group,https://bayvieworthodonticgroup6065.example,+13918365286,Seattle,WA,19,Orthodontics,at_risk,1,organizational_design,at_risk,2024-11-16
Kingsley Dentistry,https://kingsleydentistry6066.example,+15796257072,Denver,CO,16,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-03-24
Wynn Dental Group,https://wynndentalgroup6067.example,+18552414983,Boston,MA,33,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-01-27
Camden Family Dentistry Group,https://camdenfamilydentistrygroup6068.example,+16613005774,El Paso,TX,72,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-07-07
Meridian Dental Care Group,https://meridiandentalcaregroup6069.example,+18944449704,Nashville,TN,36,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-11-11
Clearwater Dental Care,https://clearwaterdentalcare6070.example,+17709748131,Detroit,MI,21,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-06-17
Foxfield Dental Care Group,https://foxfielddentalcaregroup6071.example,+15522429939,Oklahoma City,OK,36,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-01-24
Fairmont Dental Collective,https://fairmontdentalcollective6072.example,+12503455501,Portland,OR,532,dental,active_client,38,organizational_design,watchlist,2025-11-17
Redwood Kids Dental Care,https://redwoodkidsdentalcare6073.example,+14564062188,Las Vegas,NV,8,Pediatric Dentistry,active_client,1,organizational_design,watchlist,2026-01-02
Nortonville Smile Dentistry,https://nortonvillesmiledentistry6074.example,+12063567223,Memphis,TN,22,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-07-16
Camden Smile Dentistry,https://camdensmiledentistry6075.example,+14034051756,Louisville,KY,10,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2026-05-15
Silverbrook Physical Therapy,https://silverbrookphysicaltherapy.example,+14237046562,Baltimore,MD,15,Physical Therapy,active_client,1,organizational_design,healthy,2025-11-12
Belmont Dental Care,https://belmontdentalcare6077.example,+18103515512,Milwaukee,WI,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-06-30
Thornbury Orthodontic Group,https://thornburyorthodonticgroup6078.example,+14512163586,Albuquerque,NM,45,,active_client,3,organizational_design,watchlist,2025-12-10
Westgate Dentistry,https://westgatedentistry6079.example,+17605649375,Tucson,AZ,6,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-08-10
Cavendish Smile Dentistry,https://cavendishsmiledentistry6080.example,+12739327429,Fresno,CA,9,dental,active_client,1,organizational_design,healthy,2025-03-23
Foxfield Orthodontics,https://foxfieldorthodontics6081.example,+14892333843,Mesa,AZ,34,Orthodontics,active_client,2,organizational_design,healthy,2025-11-13
Redwood Dental Group,https://redwooddentalgroup6082.example,+14353609643,Sacramento,CA,45,General Dentistry — Group,active_client,5,organizational_design,healthy,2026-04-16
Ellswood Root Canal Specialists,https://ellswoodrootcanalspecialists6083.example,+15554975127,Atlanta,GA,5,Periodontics,active_client,1,organizational_design,watchlist,2025-05-28
Ellswood Smile Dentistry,https://ellswoodsmiledentistry6084.example,+18349224043,Kansas City,MO,11,Dental,active_client,1,organizational_design,watchlist,2024-10-07
Tarrant Dental Associates,https://tarrantdentalassociates6085.example,+13527907911,Long Beach,CA,40,General Dentistry — Group,active_client,4,organizational_design,watchlist,2024-10-12
Tarrant Root Canal Specialists,https://tarrantrootcanalspecialists.example,+14772548418,Raleigh,NC,13,Periodontics,active_client,1,organizational_design,healthy,2026-06-24
Bramwell Orthodontic Group,https://bramwellorthodonticgroup6087.example,+16442951812,Miami,FL,32,Orthodontics,active_client,2,organizational_design,healthy,2025-08-15
Lakeshore Family Dental,https://lakeshorefamilydental6088.example,+14082123770,Cleveland,OH,15,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-04-19
Thornbury Smile Dentistry,https://thornburysmiledentistry6089.example,+17893232375,New Orleans,LA,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-06-10
Pinehurst Dental Care,https://pinehurstdentalcare6090.example,+15935849841,Arlington,TX,20,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2024-08-30
Summit Ridge Family Dental,https://summitridgefamilydental6091.example,+18709676665,Bakersfield,CA,19,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-10-15
Pinehurst Root Canal Specialists,https://pinehurstrootcanalspecialist6092.example,+19128881062,Tampa,FL,16,Periodontics,active_client,1,organizational_design,healthy,2025-03-14
Lockhart Children’s Dental,https://lockhartchildrensdental6093.example,+15402511463,Aurora,CO,19,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-07-10
Wynn Oral Surgery Associates,https://wynnoralsurgeryassociates6094.example,+15713759964,Santa Ana,CA,19,Oral Surgery,at_risk,1,organizational_design,at_risk,2025-08-31
Pinehurst Specialty Care Partners,https://pinehurstspecialtycarepartne.example,+19833765025,Anaheim,CA,17,Medical — Specialty,active_client,1,organizational_design,healthy,2025-03-14
Northline Dental Alliance,https://northlinedentalalliance6096.example,+16756608014,New York,NY,585,Dental Services Organization,active_client,39,organizational_design,healthy,2026-05-22
Kingsley Dental Group,https://kingsleydentalgroup6097.example,+19016189655,Los Angeles,CA,34,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-03-05
Tarrant Dental Care,https://tarrantdentalcare6098.example,+15509953666,Chicago,IL,16,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-04-02
Glenwood Dentistry,https://glenwooddentistry6099.example,+12377319084,Houston,TX,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-01
Kingsley Root Canal Specialists,https://kingsleyrootcanalspecialists6100.example,+16695598366,Phoenix,AZ,13,Periodontics,active_client,1,organizational_design,watchlist,2025-12-03
Wexford Dental Partners,https://wexforddentalpartners6101.example,+18734542236,Philadelphia,PA,180,Dental Services Organization,active_client,18,organizational_design,healthy,2025-05-14
Ellswood Oral Health Partners,https://ellswoodoralhealthpartners6102.example,+19208868897,San Antonio,TX,225,Dental Services Organization,active_client,25,organizational_design,healthy,2025-04-15
Foxfield Pediatric Dentistry,https://foxfieldpediatricdentistry6103.example,+16195884816,San Diego,CA,21,Pediatric Dentistry,active_client,1,organizational_design,healthy,2024-11-17
Alder Creek Oral & Maxillofacial Surgery,https://aldercreekoralmaxillofacials6104.example,+18468022131,Dallas,TX,20,dental group,active_client,1,organizational_design,healthy,2024-11-14
Alder Creek Rehab Associates,https://aldercreekrehabassociates6105.example,+15939513994,San Jose,CA,7,Physical Therapy,at_risk,1,organizational_design,at_risk,2026-06-15
Riverstone Dental Group,https://riverstonedentalgroup6106.example,+18724509416,Austin,TX,40,General Dentistry — Group,at_risk,4,organizational_design,at_risk,2025-02-27
Prescott Oral Health Partners,https://prescottoralhealthpartners6107.example,+15918505435,Jacksonville,FL,104,Dental Services Organization,active_client,8,organizational_design,healthy,2025-02-01
Granville Dental Group,https://granvilledentalgroup6108.example,+17564165203,Fort Worth,TX,40,General Dentistry — Group,at_risk,4,organizational_design,at_risk,2026-06-26
Wexford Dental Care,https://wexforddentalcare6109.example,+13165496065,Columbus,OH,16,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-06-08
Cedar Point Sleep Medicine,https://cedarpointsleepmedicine6110.example,+17035864325,Indianapolis,IN,13,Medical — Specialty,active_client,1,organizational_design,healthy,2025-03-18
Everly Dental Associates,https://everlydentalassociates6111.example,+13237651846,Charlotte,NC,40,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-04-06
